,Name,comment,ID,Year,Rank,Average,Users rated,comment_length,sentiment,averageweight,maxplayers,minage,minplayers,minplaytime,owned,playingtime,stddev,trading,wanting,wishing,yearpublished,boardgamedesigner2,boardgamepublisher2,suggested_language_dependence3,cat1,cat2,cat3,other cat,mech1,mech2,mech3,other mech
674,The Staufer Dynasty,300,166226,2014,908,7.19,1830,313.7866666666667,0.08364081711599262,3.0,5,13,2,90,2840,90,1.18248,116,89,380,2014,Andreas Steding,"Arclight, Hans im Glück, Z-Man Games, Inc.",No necessary in-game text,Medieval,,,,Area Control / Area Influence, Card Drafting, Modular Board," Pattern Building, Set Collection"
675,Saint Malo,335,117960,2012,1873,6.48,1824,244.63880597014926,0.07868366729986295,1.91,5,9,2,45,3358,45,1.16291,129,172,618,2012,Inka Brand    Markus Brand,"alea, Ravensburger Spieleverlag GmbH",Some necessary text - easily memorized or small crib sheet,City Building, Dice,,,Dice Rolling, Line Drawing,,
676,The Adventurers: The Pyramid of Horus,456,98315,2011,1452,6.79,1813,204.1929824561404,0.1227557158096329,1.7523,6,13,2,45,2877,45,1.19271,87,168,559,2011,Guillaume Blossier    Frédéric Henry,"Dust Games, Edge Entertainment, Fantasy Flight Games, Kaissa Chess & Games",No necessary in-game text,Adventure, Ancient, Exploration, Miniatures,Action Point Allowance System, Dice Rolling, Grid Movement," Pick-up and Deliver, Press Your Luck, Variable Player Powers"
677,BraveRats,430,112373,2011,1949,6.46,1810,140.48837209302326,0.1449637160215018,1.1444,2,8,2,15,3401,15,1.27418,136,45,270,2011,Seiji Kanai,"Kanai Factory, 999 Games, Albi, Blue Orange (EU), Blue Orange Games, Feelindigo, Japon Brand, PaperGames (III), Pegasus Spiele, QBIST",Some necessary text - easily memorized or small crib sheet,Card Game, Fantasy,,,Simultaneous Action Selection,,,
678,Underwater Cities,271,247763,2018,371,8.03,1809,369.79704797047964,0.13479992710020966,3.53,4,12,1,80,3002,150,1.13806,16,655,2739,2018,Vladimír Suchý,"Delicious Games, Arrakis Games, MINDOK, MS Edizioni, Portal Games, Rio Grande Games, sternenschimmermeer, 数寄ゲームズ (Suki Games)",Moderate in-game text - needs crib sheet or paste ups,Card Game, City Building, Civilization," Industry / Manufacturing, Nautical, Science Fiction",Hand Management, Modular Board, Route/Network Building, Worker Placement
679,Mythic Battles: Pantheon,347,186751,2017,325,8.63,1808,211.70028818443802,0.1714408163790955,3.0769,4,14,2,60,3896,90,1.4785,54,157,915,2017,Benoit Vogt,"Monolith, Mythic Games",Moderate in-game text - needs crib sheet or paste ups,Ancient, Card Game, Dice," Fighting, Miniatures, Mythology, Wargame",Area Movement, Campaign / Battle Card Driven, Card Drafting," Cooperative Play, Dice Rolling, Hand Management, Player Elimination, Variable Player Powers"
680,Gold West,313,154086,2015,692,7.46,1808,268.66773162939296,0.1179140010849021,2.4839,4,13,2,45,2281,60,1.07795,59,340,986,2015,J  Alex Kevern,"2Tomatoes, Tasty Minstrel Games",Some necessary text - easily memorized or small crib sheet,American West, Economic, Territory Building,,Area Control / Area Influence, Modular Board, Route/Network Building, Set Collection
681,Newton,229,244711,2018,539,7.72,1807,309.7816593886463,0.08997538058585182,3.36,4,14,1,90,3017,90,1.18984,30,383,1679,2018,Simone Luciani    Nestore Mangone,"Cranio Creations, CMON Limited, Ediciones MasQueOca, Lucrum Games, Meeple BR Jogos, sternenschimmermeer, YOKA Games",No necessary in-game text,Age of Reason, Travel,,,Card Drafting, Deck / Pool Building, Hand Management," Point to Point Movement, Tile Placement"
682,Automania,288,176544,2015,778,7.38,1794,286.5763888888889,0.10543584988560067,2.7051,4,12,2,60,2386,90,1.04194,59,361,1070,2015,Kenneth Minde    Kristian Amundsen Østby,Aporta Games,No necessary in-game text,Economic, Industry / Manufacturing,,,Card Drafting, Tile Placement, Variable Player Powers, Worker Placement
683,Kingsport Festival,276,154509,2014,1476,6.78,1791,271.7427536231884,0.07433503511580643,2.6404,5,12,3,90,3681,90,1.28486,178,71,454,2014,Andrea Chiarvesio    Gianluca Santopietro,"Black Monk, Devir, Giochi Uniti, Hobby Japan, Hobby World, IELLO, KOSMOS, Passport Game Studios, Sir Chester Cobblepot, Stratelibri",Moderate in-game text - needs crib sheet or paste ups,Dice, Fantasy, Horror, Novel-based,Dice Rolling, Worker Placement,,
684,Werewords,299,219215,2017,881,7.25,1789,227.08695652173915,0.11259887508821775,1.1364,10,8,4,10,3278,10,1.4290200000000002,75,92,519,2017,Ted Alspach,"Bézier Games, GoKids 玩樂小子, Popcorn Games, Ravensburger Spieleverlag GmbH",Extensive use of text - massive conversion needed to be playable,Deduction, Party Game, Real-time, Word Game,Hidden Traitor, Variable Player Powers, Voting,
685,Pairs,402,152237,2014,2162,6.4,1788,154.3905472636816,0.10904781280102398,1.1522,8,0,2,15,4622,15,1.43353,107,34,201,2014,James Ernest    Heinrich Glumpler    Paul Peterson,"Cheapass Games, AMIGO, Breaking Games, Digital Eel, Ediciones Primigenio, Hobby World, Origames, Superlude Éditions, テンデイズゲームズ (Ten Days Games), Truant Spiele",No necessary in-game text,Card Game,,,,Press Your Luck,,,
686,Ponzi Scheme,315,180899,2015,891,7.24,1778,338.18730158730165,0.07611776531305331,2.4565,5,12,3,60,2009,90,1.35733,59,220,750,2015,Jesse Li,"2Tomatoes, Homosapiens Lab, Tasty Minstrel Games, Zhiyanjia",No necessary in-game text,Economic,,,,Set Collection, Trading,,
687,Carpe Diem,285,245934,2018,669,7.56,1777,318.2842105263158,0.05016853779602649,2.5574,4,10,2,45,2857,75,1.19528,23,374,1442,2018,Stefan Feld,"alea, Broadway Toys LTD, Maldito Games, Ravensburger Spieleverlag GmbH",No necessary in-game text,Ancient,,,,Card Drafting, Tile Placement,,
688,The Castles of Burgundy: The Dice Game,293,232988,2017,1187,6.97,1770,197.2320819112628,0.12445818842327375,1.8065,5,10,1,15,3829,30,1.23784,60,135,552,2017,Stefan Feld    Christoph Toussaint,"alea, Ravensburger Spieleverlag GmbH",No necessary in-game text,City Building, Dice, Economic," Medieval, Territory Building",Dice Rolling, Paper-and-Pencil,,
689,Dragonwood,360,172933,2015,1592,6.8,1765,165.45555555555555,0.14818645921609355,1.4884,4,8,2,20,4519,20,1.2461,95,51,411,2015,Darren Kisgen,"AURUM, Inc., Game Factory, Gamewright, Reflexshop, White Goblin Games",Some necessary text - easily memorized or small crib sheet,Adventure, Card Game, Dice, Fantasy,Dice Rolling, Hand Management, Set Collection,
690,Würfel Bohnanza,342,111148,2012,1605,6.68,1762,226.27777777777766,0.0910588646442455,1.3267,5,10,2,45,2898,45,1.3218,60,81,216,2012,Uwe Rosenberg,"999 Games, AMIGO",No necessary in-game text,Dice, Farming,,,Dice Rolling, Set Collection,,
691,Impulse,406,144239,2013,1268,6.9,1758,326.29802955665025,0.0709672177974191,2.9633,6,13,2,30,3218,60,1.44738,222,165,693,2013,Carl Chudyk,"Asmadi Games, Czacha Games",Extensive use of text - massive conversion needed to be playable,Bluffing, Card Game, Economic," Fighting, Science Fiction, Space Exploration",Area Control / Area Influence, Grid Movement, Hand Management," Modular Board, Partnerships, Player Elimination, Variable Phase Order, Variable Player Powers"
692,Fuji Flush,331,203430,2016,1802,6.54,1757,181.96072507552867,0.11831932275008974,1.0625,8,7,3,10,2704,20,1.34913,49,56,255,2016,Friedemann Friese,"2F-Spiele, Arclight, Edge Entertainment, Giochi Uniti, Stronghold Games, Swan Panasia Co., Ltd., White Goblin Games",No necessary in-game text,Card Game, Number,,,Hand Management, Take That,,
693,The Captain Is Dead,336,159503,2014,979,7.25,1752,251.0565476190476,0.133171481747277,2.3182,7,12,1,90,3310,90,1.33201,76,247,1208,2014,Joe Price    JT Smith,"(Web published), Alderac Entertainment Group, The Game Crafter, LLC",Moderate in-game text - needs crib sheet or paste ups,Fighting, Science Fiction,,,Action Point Allowance System, Area Movement, Card Drafting," Cooperative Play, Hand Management, Variable Player Powers"
694,Kraftwagen,324,171879,2015,839,7.31,1748,313.9012345679012,0.13148648284404385,2.8421,4,10,2,75,2981,75,1.13247,125,132,504,2015,Matthias Cramer,"ADC Blackfire Entertainment GmbH, G3, Stronghold Games",No necessary in-game text,Economic, Industry / Manufacturing,,,Set Collection, Time Track,,
695,La Boca,294,136280,2013,1168,7.0,1748,180.7517006802721,0.13814873438570385,1.3765,6,8,3,40,1956,40,1.18157,43,105,437,2013,Inka Brand    Markus Brand,"Asterion Press, Competo / Marektoy, CreativaMente, Filosofia Éditions, Korea Boardgames co., Ltd., KOSMOS, Z-Man Games, Inc.",No necessary in-game text,Abstract Strategy, Real-time,,,Partnerships, Pattern Building,,
696,Level 7 [Omega Protocol],310,137649,2013,708,7.5,1739,256.8322580645161,0.11964247487659845,3.0909,6,14,2,60,3274,90,1.37937,106,430,2100,2013,Will Schoonover,Privateer Press,Moderate in-game text - needs crib sheet or paste ups,Fighting, Horror, Miniatures, Science Fiction,Action Point Allowance System, Dice Rolling, Grid Movement," Modular Board, Partnerships, Player Elimination, Variable Player Powers"
697,Star Trek: Attack Wing,306,139771,2013,1075,7.54,1736,309.9705882352941,0.09200208506203776,2.6953,99,14,2,60,3179,60,1.74682,106,71,336,2013,Christopher Guild    Andrew Parks,WizKids,Moderate in-game text - needs crib sheet or paste ups,Aviation / Flight, Miniatures, Movies / TV / Radio theme, Science Fiction,Action / Movement Programming, Dice Rolling, Simultaneous Action Selection, Variable Player Powers
698,Nemo's War (second edition),356,187617,2017,396,8.07,1734,332.30898876404495,0.12654131640451527,2.9877,4,13,1,60,5297,120,1.3177299999999998,92,483,1962,2017,Chris Taylor  I,"Victory Point Games, Frosted Games, Maldito Games",Extensive use of text - massive conversion needed to be playable,Adventure, Exploration, Nautical," Novel-based, Science Fiction, Travel, Wargame",Action Point Allowance System, Area Control / Area Influence, Area Movement," Cooperative Play, Dice Rolling, Press Your Luck, Simulation, Time Track"
699,Fire in the Lake,371,144189,2014,413,8.04,1733,404.18059299191367,0.11752629631983255,4.0047,4,0,1,180,4333,180,1.4432200000000002,73,366,1378,2014,Mark Herman    Volko Ruhnke,GMT Games,Extensive use of text - massive conversion needed to be playable,Modern Warfare, Political, Vietnam War, Wargame,Area Control / Area Influence, Variable Phase Order, Variable Player Powers,
700,Deadwood,333,96713,2011,2137,6.41,1733,235.17117117117118,0.057213575819528274,2.1709,5,13,2,30,3068,60,1.27665,246,73,476,2011,Loïc Lamy,"Dust Games, Edge Entertainment, Fantasy Flight Games, Galakta, Giochi Uniti, Heidelberger Spieleverlag, Stratelibri",No necessary in-game text,American West, City Building,,,Dice Rolling, Worker Placement,,
701,Noch mal!,251,206931,2016,1143,7.03,1730,158.15936254980082,0.09552930362235038,1.1714,6,8,1,20,3006,20,1.07039,29,82,334,2016,Inka Brand    Markus Brand,"Schmidt Spiele, 999 Games, Devir, Stronghold Games",No necessary in-game text,Abstract Strategy, Dice,,,Dice Rolling, Paper-and-Pencil,,
702,My Little Scythe,276,226320,2017,735,7.54,1727,194.8405797101449,0.1686845450101254,1.9474,6,8,1,45,4849,60,1.35834,58,208,1065,2017,Hoby Chou    Vienna Chou,"Stonemaier Games, (Self-Published), Delta Vision Publishing, Ghenos Games, Maldito Games, Matagot, Mirakulus, PHALANX, Spiele-Offensive.de",Moderate in-game text - needs crib sheet or paste ups,"""Childrens Game""", Economic, Exploration," Fantasy, Fighting, Math",Area Control / Area Influence, Dice Rolling, Grid Movement," Pick-up and Deliver, Take That"
703,Lovecraft Letter,249,198740,2017,918,7.27,1724,151.1285140562249,0.20315474301255226,1.3429,6,10,2,5,3612,15,1.36809,46,82,501,2017,Seiji Kanai,"Alderac Entertainment Group, Arclight, Pegasus Spiele, Switch Games",Moderate in-game text - needs crib sheet or paste ups,Card Game, Deduction, Fantasy, Horror,Hand Management, Player Elimination,,
704,Seeland,408,63759,2010,1229,6.94,1721,276.0588235294117,0.1367207290514597,2.3145,4,9,2,45,2694,60,1.11373,137,133,430,2010,Günter Burkhardt    Wolfgang Kramer,Ravensburger Spieleverlag GmbH,No necessary in-game text,Economic, Farming,,,Rondel, Tile Placement,,
705,De Vulgari Eloquentia,352,75165,2010,901,7.26,1719,387.625,0.09086401424398996,3.631,5,14,2,120,2838,120,1.38162,161,103,448,2010,Mario Papini,"Giochix.it, HomoLudicus, Lookout Games, Matagot, Z-Man Games, Inc.",No necessary in-game text,Medieval,,,,Action Point Allowance System, Area Movement, Set Collection,
706,Zombie 15',276,144826,2014,1312,6.93,1717,223.33333333333331,0.06744630931803773,2.2375,4,14,2,15,3722,15,1.35517,242,89,581,2014,Guillaume Lémery    Nicolas Schlewitz,"IELLO, Devir, Egmont Polska, Heidelberger Spieleverlag, HomoLudicus, uplay.it edizioni",Some necessary text - easily memorized or small crib sheet,Fighting, Real-time, Zombies,,Action Point Allowance System, Cooperative Play, Grid Movement," Modular Board, Variable Player Powers"
707,The Ancient World,319,147253,2014,1065,7.11,1716,277.4984326018809,0.1398772924080489,2.71,4,13,2,90,2717,90,1.18999,97,250,1015,2014,Ryan Laukat,"Red Raven Games, Hobby World, IELLO, Schwerkraft-Verlag",Some necessary text - easily memorized or small crib sheet,Ancient, Civilization, Fantasy,,Card Drafting, Dice Rolling, Set Collection, Worker Placement
708,Viral,220,194690,2017,1041,7.13,1716,208.4181818181818,0.07721291177211544,2.5161,5,12,2,60,3309,90,1.2452299999999998,89,184,1148,2017,Gil d Orey    Antonio Sousa Lara,"Arcane Wonders, MESAboardgames, Corax Games, Edge Entertainment, Ediciones MasQueOca, Lavka Games, MEBO Games, MoveTheGame Edizioni, PaperGames (III)",Some necessary text - easily memorized or small crib sheet,Humor, Medical,,,Area Control / Area Influence, Area Movement, Deck / Pool Building," Hand Management, Simultaneous Action Selection"
709,Betrayal at Baldur's Gate,251,228660,2017,1111,7.2,1715,231.98804780876492,0.1344438477095362,2.4839,6,12,3,60,4421,60,1.42726,45,147,1105,2017,Chris Dupuis    Mike Mearls,"Avalon Hill Games, Inc., Wizards of the Coast",Extensive use of text - massive conversion needed to be playable,Adventure, Exploration, Fantasy, Miniatures,Cooperative Play, Dice Rolling, Hidden Traitor," Modular Board, Partnerships, Role Playing, Storytelling, Variable Player Powers"
710,Council of Verona,338,140863,2013,2216,6.38,1712,179.81065088757396,0.09840269582341546,1.3846,5,13,2,20,2945,20,1.24834,194,47,347,2013,Michael Eskue,"Crash Games, Ferti, Heidelberger Spieleverlag, Hobby World",Some necessary text - easily memorized or small crib sheet,Bluffing, Card Game, Deduction," Novel-based, Renaissance",Auction/Bidding, Card Drafting, Hand Management,
711,Fief: France 1429,306,152470,2015,833,7.47,1709,313.062091503268,0.060926765157686635,3.7681,6,13,3,120,3535,240,1.67975,137,134,691,2015,Philippe Mouchebeuf,"ASYNCRON games, Academy Games, Inc., Ediciones MasQueOca, Giochix.it, hobbity.eu",No necessary in-game text,Medieval, Negotiation, Political, Territory Building,Area Control / Area Influence, Dice Rolling, Partnerships," Trading, Voting"
712,Odin's Ravens (Second Edition),277,192074,2016,1092,7.1,1708,149.35379061371842,0.15396771285238806,1.2391,2,10,2,15,3426,30,1.12568,64,99,471,2016,Thorsten Gimmler,"Osprey Games, HT Publishers, Nasza Księgarnia, Swan Panasia Co., Ltd.",No necessary in-game text,Animals, Card Game, Fantasy," Mythology, Racing",Hand Management,,,
713,Founding Fathers,493,37358,2010,1157,7.01,1705,332.5841784989858,0.11069963280384876,2.7516,5,13,3,90,1925,90,1.3816700000000002,87,263,779,2010,Christian Leonhard    Jason Matthews,Jolly Roger Games,Extensive use of text - massive conversion needed to be playable,Political,,,,Area Control / Area Influence, Campaign / Battle Card Driven, Card Drafting," Hand Management, Set Collection, Simulation, Voting"
714,Coin Age,416,146130,2013,3054,6.11,1692,155.91346153846158,0.09572249000362996,1.3167,2,0,2,15,4745,15,1.33797,349,22,251,2013,Adam P  McIver,"Tasty Minstrel Games, (Web published), KOI Games, Project Game",No necessary in-game text,Abstract Strategy, Print & Play,,,Area Control / Area Influence, Area Movement, Press Your Luck,
715,Watson & Holmes,204,182694,2015,822,7.42,1690,259.29901960784315,0.0924133864263542,2.25,7,12,2,45,3717,75,1.36227,85,258,1278,2015,Jesús Torres Castro,"Asmodee, Asterion Press, Hobby Japan, Ludonova, MYBG Co., Ltd., Space Cowboys, Summon Games",Unplayable in another language,Bluffing, Deduction, Murder/Mystery, Novel-based,Auction/Bidding, Modular Board, Player Elimination," Simultaneous Action Selection, Variable Player Powers"
716,Heroes of Normandie,279,53093,2014,801,7.54,1687,284.2043010752688,0.09966352525666006,2.7481,2,14,2,30,4069,60,1.47937,200,186,867,2014,Yann and Clem,"Devil Pig Games, IELLO, Play Well Games, Portal Games, Schwerkraft-Verlag",Some necessary text - easily memorized or small crib sheet,Wargame, World War II,,,Action / Movement Programming, Dice Rolling, Grid Movement," Hand Management, Modular Board, Simulation, Variable Player Powers"
717,Founders of Gloomhaven,317,214032,2018,1407,6.89,1686,362.7160883280757,0.02013365073840093,4.0963,4,12,1,90,5672,120,1.69422,290,70,788,2018,Isaac Childres,Cephalofair Games,Moderate in-game text - needs crib sheet or paste ups,City Building, Economic, Fantasy,,Auction/Bidding, Deck / Pool Building, Hand Management," Route/Network Building, Tile Placement, Variable Player Powers, Worker Placement"
718,Warhammer: Diskwars,267,146418,2013,1134,7.19,1686,280.9887640449438,0.07926376349727221,2.7661,4,14,2,45,3840,90,1.48796,256,68,314,2013,Tom Jolly    Lukas Litzsinger    Christian T  Petersen,"Fantasy Flight Games, Edge Entertainment, Galakta, Giochi Uniti, Heidelberger Spieleverlag",Extensive use of text - massive conversion needed to be playable,Dice, Fantasy, Wargame,,Campaign / Battle Card Driven, Dice Rolling, Hand Management," Player Elimination, Rock-Paper-Scissors, Variable Player Powers"
719,Telestrations: 12 Player Party Pack,250,153016,2011,561,7.78,1679,151.608,0.1168540914052156,1.0909,12,12,4,30,3320,30,1.3326,21,75,356,2011,Uncredited,The OP,No necessary in-game text,Party Game,,,,Line Drawing, Paper-and-Pencil,,
720,Insider,239,206051,2016,1103,7.07,1677,198.4267782426778,0.09757729980886927,1.0909,8,9,4,15,2851,15,1.33109,55,134,719,2016,Kwaji    Daichi Okano    Kito Shinma    ｱｷﾋﾛｲﾄｵ  Akihiro Itoh,"Oink Games, PopcornEdu",Unplayable in another language,Bluffing, Deduction, Party Game,,Cooperative Play, Partnerships, Voting,
721,Alien Artifacts,284,181293,2017,1472,6.83,1677,293.9049295774648,0.092316236085197,2.9535,5,10,2,60,3150,60,1.45633,168,113,977,2017,Marcin Senior Ropka    Viola Kijowska,"Portal Games, Matagot, Pegasus Spiele",Moderate in-game text - needs crib sheet or paste ups,Card Game, Science Fiction, Space Exploration,,Card Drafting, Hand Management, Set Collection, Variable Phase Order
722,Murano,295,163413,2014,917,7.24,1677,309.90508474576274,0.09112718502421437,2.7245,4,10,2,60,2082,75,1.12075,50,261,702,2014,Inka Brand    Markus Brand,"Lookout Games, Mayfair Games",Moderate in-game text - needs crib sheet or paste ups,City Building, Economic,,,Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Tile Placement
723,Wits & Wagers Party,236,123239,2012,1301,6.93,1675,125.80932203389831,0.12416215928726344,1.1463,18,8,4,25,4100,25,1.2129299999999998,121,40,201,2012,Dominic Crapuchettes,"North Star Games, Asmodee, dV Giochi, Grow Jogos e Brinquedos, KOSMOS, Tulip Games",Unplayable in another language,Party Game, Trivia,,,Betting/Wagering,,,
724,The City,342,103649,2011,1827,6.55,1674,212.01754385964912,0.1070891269927097,1.5594,5,10,2,20,2068,20,1.32014,61,84,326,2011,Thomas Lehmann,"AMIGO, 999 Games, Eagle-Gryphon Games, G3, Gigamic",Moderate in-game text - needs crib sheet or paste ups,Card Game, City Building,,,Hand Management, Simultaneous Action Selection,,
725,Arkham Horror (Third Edition),266,257499,2018,576,7.98,1670,385.46992481202994,0.09850707379333493,3.0645,6,14,1,120,4012,180,1.60971,47,166,1299,2018,Richard Launius    Nikki Valens    Kevin Wilson,"Fantasy Flight Games, Asmodee, Asterion Press, Delta Vision Publishing, Edge Entertainment, Galakta",Extensive use of text - massive conversion needed to be playable,Adventure, Fighting, Horror, Novel-based,Cooperative Play, Dice Rolling, Modular Board, Variable Player Powers
726,Cube Quest,377,137330,2013,1406,6.85,1669,174.12997347480106,0.10674385361548464,1.0938,2,8,2,15,2914,15,1.29524,137,197,735,2013,Oliver Sibthorpe    Gary Sibthorpe,"Gamewright, (Self-Published), KOSMOS",No necessary in-game text,Action / Dexterity, Dice, Fighting,,Dice Rolling, Pattern Building,,
727,Tortuga 1667,252,218530,2017,1292,7.03,1663,206.81746031746042,0.09345035570096936,2.0541,9,12,2,20,5226,40,1.40098,111,76,490,2017,Travis Hancock,"Asobition (アソビション), Facade Games",Moderate in-game text - needs crib sheet or paste ups,Card Game, Pirates,,,Area Movement, Hand Management, Partnerships, Voting
728,Council of 4,233,173101,2015,1009,7.17,1662,302.43347639484983,0.08247522281254294,2.5455,4,10,2,40,2465,75,1.19,87,215,726,2015,Simone Luciani    Daniele Tascini,"CMON Limited, Cranio Creations, Heidelberger Spieleverlag",No necessary in-game text,Economic,,,,Hand Management, Modular Board, Point to Point Movement, Route/Network Building
729,Ghost Fightin' Treasure Hunters,358,146312,2013,1076,7.15,1662,185.8854748603352,0.1309293555548179,1.6351,4,8,2,30,3962,30,1.18728,54,124,757,2013,Brian Yu,"Korea Boardgames co., Ltd., Mattel",Some necessary text - easily memorized or small crib sheet,Adventure," ""Childrens Game""", Fantasy,,Cooperative Play, Dice Rolling, Roll / Spin and Move,
730,OddVille,275,123219,2012,1418,6.85,1658,228.29454545454544,0.08275381530468251,2.3529,4,10,2,45,2506,45,1.11059,100,102,394,2012,Carlo Lavezzi,"hobbity.eu, Hutter Trade GmbH + Co KG, IELLO, uplay.it edizioni, ""Whats Your Game?""",No necessary in-game text,Card Game, City Building, Fantasy,,Card Drafting, Tile Placement, Variable Player Powers, Worker Placement
731,Drum Roll,337,86246,2011,1272,6.95,1656,289.4540059347181,0.12008343019628533,3.0519,4,12,2,90,2439,90,1.33791,158,116,395,2011,Dimitris Drakopoulos    Konstantinos Kokkinis,"Artipia Games, Giochix.it, Kaissa Chess & Games",No necessary in-game text,Economic,,,,Card Drafting, Set Collection, Voting, Worker Placement
732,Qwinto,283,183006,2015,1059,7.11,1652,146.84805653710248,0.15833010699698385,1.3571,6,8,2,15,2785,15,1.01815,23,70,353,2015,Bernhard Lach    Uwe Rapp,"Nürnberger-Spielkarten-Verlag, Arclight, Gigamic, Pandasaurus Games, Popcorn Games, White Goblin Games",No necessary in-game text,Dice, Number,,,Dice Rolling, Paper-and-Pencil, Pattern Building,
733,Resident Evil Deck Building Game,342,79073,2010,2161,6.55,1651,252.78947368421046,0.013425949135840085,2.2871,4,13,1,30,2843,30,1.6436400000000002,146,59,288,2010,Tylar Allinder,Bandai,Some necessary text - easily memorized or small crib sheet,Card Game, Horror, Video Game Theme, Zombies,Card Drafting, Deck / Pool Building, Variable Player Powers,
734,Exit: The Game – The Polar Station,191,215842,2017,1034,7.13,1649,196.58638743455498,0.07267773639268825,2.8333,4,12,1,45,3838,90,1.471,36,57,318,2017,Inka Brand    Markus Brand,"999 Games, Devir, Galakta, Giochi Uniti, IELLO, Kaissa Chess & Games, Korea Boardgames co., Ltd., KOSMOS, Zvezda",Unplayable in another language,Deduction, Puzzle, Real-time,,Cooperative Play,,,
735,Guilds of London,321,134157,2016,1236,6.98,1647,388.5576323987538,0.05600571530082765,3.037,4,10,1,45,3511,90,1.3282200000000002,223,96,598,2016,Tony Boydell,"Surprised Stare Games Ltd, 2Tomatoes, Broadway Toys LTD, Czacha Games, Frosted Games, Tasty Minstrel Games",No necessary in-game text,Medieval,,,,Area Control / Area Influence, Hand Management,,
736,Progress: Evolution of Technology,356,140717,2014,1799,6.59,1642,312.7303370786517,0.04668125473259168,2.43,5,12,1,90,2653,90,1.43213,204,50,305,2014,Agnieszka Kopera    Andrei Novac,"NSKN Games, Heidelberger Spieleverlag, Hobby World, Intrafin Games",No necessary in-game text,Card Game, Civilization,,,Action Point Allowance System, Card Drafting, Hand Management,
737,Evolution: The Origin of Species,227,71021,2010,2584,6.32,1642,193.18061674008808,0.04249819752856246,2.051,4,12,2,30,2103,60,1.51203,65,32,203,2010,Dmitry Knorre    Sergey Machin,"Rightgames RBG SIA, G3, More Fun Co., Ltd., RBG, Stolitsa Design Group, TWOPLUS Games, ТРЕТЯ ПЛАНЕТА",Moderate in-game text - needs crib sheet or paste ups,Animals, Card Game, Dice,,Dice Rolling, Hand Management,,
738,Zooloretto: The Dice Game,341,117942,2012,2069,6.44,1641,179.08797653958942,0.1211680288701056,1.2417,4,7,2,15,2086,15,1.21019,74,108,267,2012,Michael Schacht,"ABACUSSPIELE, 999 Games, Filosofia Éditions, Z-Man Games, Inc.",No necessary in-game text,Animals, Dice,,,Dice Rolling, Set Collection,,
739,Lords of Scotland,334,67888,2010,1510,6.79,1639,237.36227544910182,0.09825374645902002,1.9479,5,12,2,35,2878,35,1.24259,118,74,347,2010,Richard James,"Evertide Games, Z-Man Games, Inc., Arclight, Conclave Editora, Filosofia Éditions",Some necessary text - easily memorized or small crib sheet,Card Game, Fighting, Medieval,,Hand Management,,,
740,The Prodigals Club,240,181796,2015,853,7.35,1637,261.2875,0.11582550530221505,3.1613,5,14,2,40,3477,100,1.20155,113,190,829,2015,Vladimír Suchý,"Cranio Creations, Czech Games Edition, Heidelberger Spieleverlag, IELLO, MINDOK, Rebel",No necessary in-game text,Card Game, Economic,,,Action Point Allowance System, Hand Management, Worker Placement,
741,"Run, Fight, or Die!",315,89910,2014,1324,6.97,1635,214.51746031746032,0.06346944088385552,1.9565,4,13,1,40,2914,40,1.3617,132,137,723,2014,Richard Launius,"8th Summit, Arclight, Grey Fox Games",Extensive use of text - massive conversion needed to be playable,Fighting, Horror, Miniatures, Zombies,Dice Rolling, Press Your Luck, Variable Player Powers,
742,Cat Lady,288,228504,2017,1060,7.17,1634,187.91319444444446,0.15450006602731026,1.4062,4,14,2,15,2916,30,1.12906,35,118,588,2017,Josh Wood,"Alderac Entertainment Group, Arclight, Edge Entertainment, MINDOK, Pegasus Spiele",Moderate in-game text - needs crib sheet or paste ups,Animals, Card Game,,,Card Drafting, Set Collection,,
743,Terra,390,153507,2014,1439,6.83,1633,230.95897435897442,0.061716067189419285,1.4792,6,10,2,45,2483,60,1.1871200000000002,97,83,371,2014,Friedemann Friese,"999 Games, Bard Centrum Gier, Bézier Games, Competo / Marektoy, Devir, dV Giochi, Gém Klub Kft., GoKids 玩樂小子, Hobby Japan, HUCH!, MINDOK",Extensive use of text - massive conversion needed to be playable,Educational, Trivia,,,Betting/Wagering,,,
744,VivaJava: The Coffee Game: The Dice Game,307,139899,2014,1566,6.74,1630,205.42671009771988,0.08823116409183625,1.7568,4,10,1,20,3155,40,1.2721,148,150,486,2014,T  C  Petty  III,"Greater Than Games (Dice Hate Me Games), Pegasus Spiele",Some necessary text - easily memorized or small crib sheet,Dice,,,,Dice Rolling, Modular Board, Paper-and-Pencil," Press Your Luck, Set Collection"
745,Dungeon Raiders,253,80771,2011,1728,6.7,1629,168.18577075098815,0.1042069471375753,1.3977,5,8,3,20,2420,60,1.18372,77,39,273,2011,Phil Walker Harding,"Adventureland Games, Devir, GaGa Games, HomoLudicus, Passport Game Studios, テンデイズゲームズ (Ten Days Games)",Some necessary text - easily memorized or small crib sheet,Adventure, Bluffing, Card Game," Exploration, Fantasy, Fighting",Hand Management, Player Elimination, Simultaneous Action Selection," Take That, Variable Player Powers"
